title,authors,average_rating,isbn,# num_pages,library_url
The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,127,https://openlibrary.org/books/OL9209064M/The_Prophet
A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,0394448049,228,https://openlibrary.org/books/OL22366102M/A_tear_and_a_smile
On the Road,Jack Kerouac,3.63,0143036386,320,https://openlibrary.org/books/OL23100017M/On_the_road
On the Road,Jack Kerouac-Ann Charters,3.63,0141182679,281,https://openlibrary.org/books/OL22464055M/On_the_road
De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,0375711163,732,https://openlibrary.org/books/OL7426617M/de_Kooning
Willem de Kooning: Late Paintings,Julie Sylvester-David Sylvester,5.0,382960226X,83,https://openlibrary.org/books/OL17217635M/Willem_de_Kooning
Aké: The Years of Childhood,Wole Soyinka,3.92,0679725407,230,https://openlibrary.org/books/OL7699849M/Ake
The Interpreters,Wole Soyinka,3.56,0233989781,251,https://openlibrary.org/books/OL9560890M/Interpreters
The Lion and the Jewel,Wole Soyinka,3.8,0199110832,65,https://openlibrary.org/books/OL18362983M/The_lion_and_the_jewel
Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,0143034545,165,https://openlibrary.org/books/OL7361450M/Ready_for_Anything
The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,0807744689,142,https://openlibrary.org/books/OL9807837M/The_Facilitator's_Book_of_Questions
Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu-Mark McNeilly,3.84,0195137892,272,https://openlibrary.org/books/OL7389293M/Sun_Tzu_and_the_Art_of_Business
Marketing Warfare,Al Ries-Jack Trout,4.1,0071460829,216,https://openlibrary.org/books/OL3429481M/Marketing_warfare
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,0316346624,301,https://openlibrary.org/books/OL21594367M/The_tipping_point
Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin-Malcolm Gladwell,3.99,0786887176,234,https://openlibrary.org/books/OL8143516M/Unleashing_the_Ideavirus
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,0060521996,286,https://openlibrary.org/books/OL21170033M/The_innovator's_dilemma
Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,0141439564,512,https://openlibrary.org/books/OL3706634M/Great_expectations
Great Expectations,Charles Dickens-Marisa Sestino,3.76,0192833596,505,https://openlibrary.org/books/OL7384012M/Great_Expectations_(Oxford_World's_Classics)
Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens-Edgar Rosenberg,3.76,0393960692,776,https://openlibrary.org/books/OL1562030M/Great_expectations
Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,0664241581,364,https://openlibrary.org/books/OL21583868M/Luther_and_Erasmus.
To Kill a Mockingbird,Harper Lee,4.27,0060935464,323,https://openlibrary.org/books/OL3940594M/To_Kill_a_Mockingbird
To Kill a Mockingbird,Harper Lee-Sissy Spacek,4.27,0060888695,11,https://openlibrary.org/books/OL9238327M/To_Kill_a_Mockingbird
To Kill a Mockingbird (To Kill A Mockingbird #1),Harper Lee,4.27,044508376X,281,https://openlibrary.org/books/OL27542382M/To_Kill_a_Mockingbird
To Kill a Mockingbird,Harper Lee,4.27,0061205699,323,https://openlibrary.org/books/OL9243795M/To_Kill_a_Mockingbird_(slipcased_edition)
The Bonfire of the Vanities,Tom Wolfe,3.84,0553381342,690,https://openlibrary.org/books/OL7826526M/The_Bonfire_of_the_Vanities
The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,0761501665,199,https://openlibrary.org/books/OL791707M/The_wealthy_barber
The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,4.02,0773762167,197,https://openlibrary.org/books/OL8080202M/The_Wealthy_Barber
A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,0486287599,64,https://openlibrary.org/books/OL813807M/A_modest_proposal_and_other_satirical_works
Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,1416500391,416,https://openlibrary.org/books/OL8456517M/Gulliver's_Travels_and_A_Modest_Proposal
Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,1556434952,144,https://openlibrary.org/books/OL3290799M/Empire_2.0
Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.7,0940450771,868,https://openlibrary.org/books/OL1401333M/Collected_travel_writings
The Bostonians,Henry James-R.D. Gooder,3.59,0192834428,504,https://openlibrary.org/books/OL7384051M/The_Bostonians_(Oxford_World's_Classics)
Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James-Myra Jehlen,4.25,1931082308,1035,https://openlibrary.org/books/OL3562699M/Novels_1896-1899
Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James-Leo Bersani,4.68,193108288X,713,https://openlibrary.org/books/OL3425833M/Novels_1901-1902
Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,958,https://openlibrary.org/books/OL23262299M/Complete_stories_1892-1898
The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,563,https://openlibrary.org/books/OL3399446M/The_New_York_stories_of_Henry_James
The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,0140424385,504,https://openlibrary.org/books/OL19717213M/The_Canterbury_Tales
The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,465,https://openlibrary.org/books/OL7384013M/The_Canterbury_Tales_(Oxford_World's_Classics)
The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,1254,https://openlibrary.org/books/OL7354578M/The_Canterbury_Tales
Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,0812000390,530,https://openlibrary.org/books/OL22277049M/Chaucer's_Canterbury_tales_(selected)
Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,0198711557,456,https://openlibrary.org/books/OL22129499M/The_Canterbury_tales
Love Visions,Geoffrey Chaucer-Brian Stone,3.58,0140444084,272,https://openlibrary.org/books/OL18507664M/Love_visions
Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,0671475029,383,https://openlibrary.org/books/OL7648503M/The_Canterbury_Tales_of_Geoffrey_Chaucer
The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,0395290317,1327,https://openlibrary.org/books/OL2748134M/The_Riverside_Chaucer
The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,0140150811,611,https://openlibrary.org/books/OL16737107M/The_portable_Chaucer
Salt: A World History,Mark Kurlansky,3.74,0142001619,484,https://openlibrary.org/books/OL3318987M/Salt
Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,0689834195,32,https://openlibrary.org/books/OL7729439M/Salt_in_His_Shoes
The Book of Salt,Monique Truong,3.51,0618446885,261,https://openlibrary.org/books/OL25935305M/The_Book_of_Salt
Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.1,039475526X,627,https://openlibrary.org/books/OL2049563M/Cities_of_salt
The Years of Rice and Salt,Kim Stanley Robinson,3.73,0553580078,763,https://openlibrary.org/books/OL24224658M/The_years_of_rice_and_salt
Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,0805202412,288,https://openlibrary.org/books/OL21155050M/Illuminations
Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,0300115865,288,https://openlibrary.org/books/OL22758896M/Saul_Steinberg
Advanced Global Illumination,Philip Dutre,4.47,1568813074,366,https://openlibrary.org/books/OL8690787M/Advanced_Global_Illumination
Snow Falling On Cedars,David Guterson,3.83,074754655X,404,https://openlibrary.org/books/OL7961885M/Snow_Falling_on_Cedars
The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,331,https://openlibrary.org/books/OL671621M/The_lost_boy
Anansi Boys,Neil Gaiman,4.02,0060515198,387,https://openlibrary.org/books/OL22236487M/Anansi_boys
Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,0805061835,480,https://openlibrary.org/books/OL15467981M/Real_boys
Microserfs,Douglas Coupland,3.88,0060987049,371,https://openlibrary.org/books/OL14438854M/Microserfs
Microserfs,Douglas Coupland,3.88,0007179812,371,https://openlibrary.org/books/OL7263369M/Microserfs
Microserfs,Douglas Coupland,3.88,0006548598,371,https://openlibrary.org/books/OL27284244M/Microserfs
The Language of New Media,Lev Manovich,3.85,0262632551,354,https://openlibrary.org/books/OL25962356M/The_Language_Of_New_Media
New Media Language,Jean Aitchison-Diana M. Lewis,3.0,0415283043,209,https://openlibrary.org/books/OL17092271M/New_media_language
The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,0684832402,336,https://openlibrary.org/books/OL24204983M/The_denial_of_death
A People's History of the United States,Howard Zinn,4.08,0060838655,729,https://openlibrary.org/books/OL20946112M/A_People’s_History_of_the_United_States
A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,619,https://openlibrary.org/books/OL15448263M/A_people's_history_of_the_United_States
A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.0,1565847253,496,no response found
Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,0500203474,232,https://openlibrary.org/books/OL18185405M/Graphic_design
Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.0,0822318644,272,https://openlibrary.org/books/OL983256M/Immigrant_acts
Ways of Seeing,John Berger,3.78,0140135154,176,https://openlibrary.org/books/OL16996568M/Ways_of_seeing
The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,256,https://openlibrary.org/books/OL7467759M/The_Old_Way_of_Seeing
The Crying of Lot 49,Thomas Pynchon,3.7,006091307X,152,https://openlibrary.org/books/OL18357210M/The_crying_of_lot_49
E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,0425181642,337,https://openlibrary.org/books/OL18353662M/E_mc_super_2
Passionate Minds,David Bodanis,4.08,0307237206,373,https://openlibrary.org/books/OL15609956M/Passionate_minds
Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein-Clyde S. Kilby,3.93,094089548X,303,https://openlibrary.org/books/OL3553535M/Christian_mythmakers
A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,0440936853,307,https://openlibrary.org/books/OL18616949M/A_house_like_a_lotus.
The Time Quartet (A Wrinkle in Time  A Wind in the Door  A Swiftly Tilting Planet  Many Waters),Madeleine L'Engle,4.35,0739439707,646,https://openlibrary.org/books/OL7916435M/The_Time_Quartet
The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.13,0877887268,320,https://openlibrary.org/books/OL1720920M/The_rock_that_is_higher
A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle-Mary Chambers,3.99,0877880204,48,https://openlibrary.org/books/OL43127M/A_full_house
A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,0062545035,246,https://openlibrary.org/books/OL22466017M/A_circle_of_quiet
The Birth of Tragedy and Other Writings,Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,0521639875,204,https://openlibrary.org/books/OL373414M/The_birth_of_tragedy_and_other_writings
The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche-Francis Golffing,4.0,0385092105,320,https://openlibrary.org/books/OL1871003M/The_birth_of_tragedy_and_The_genealogy_of_morals
The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,84,https://openlibrary.org/books/OL8472531M/The_Birth_Of_Tragedy
The Birth of Tragedy,Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,0140433392,160,https://openlibrary.org/books/OL1177924M/The_birth_of_tragedy_out_of_the_spirit_of_music
The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy,Gilbert Picard,4.0,0283352558,362,https://openlibrary.org/books/OL5717770M/The_life_and_death_of_Carthage
The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,0195114159,512,https://openlibrary.org/books/OL7388208M/The_Tragedy_of_Pudd'nhead_Wilson_and_the_Comedy_Those_Extraordinary_Twins_(1894)_(The_Oxford_Mark_Tw
The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,0,https://openlibrary.org/books/OL9494549M/The_Tragedy_of_Pudd'nhead_Wilson
Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,0060734019,191,https://openlibrary.org/books/OL7280582M/Bridge_to_Terabithia
Bridge to Terabithia,Katherine Paterson,3.99,0439366771,128,https://openlibrary.org/books/OL7512321M/Bridge_to_Terabithia
Bridge to Terabithia,Katherine Paterson,3.99,0440841216,128,no response found
Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.0,0439271711,32,https://openlibrary.org/books/OL7511498M/Literature_Circle_Guides
The Great Gilly Hopkins,Katherine Paterson,3.84,0380652196,148,https://openlibrary.org/books/OL7432231M/The_Great_Gilly_Hopkins
Bread and Roses  Too,Katherine Paterson,3.76,0618654798,275,https://openlibrary.org/books/OL24745225M/Bread_and_roses_too
Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,0066239427,32,https://openlibrary.org/books/OL3676275M/Blueberries_for_the_Queen
The Invisible Child,Katherine Paterson,4.26,0525464824,266,https://openlibrary.org/books/OL22465250M/The_invisible_child
A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,186,https://openlibrary.org/books/OL361832M/A_short_history_of_decay
Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,313,https://openlibrary.org/books/OL1125917M/Scholar_of_decay
Girl with a Pearl Earring,Tracy Chevalier,3.87,0452284937,233,https://openlibrary.org/books/OL24952237M/Girl_with_a_pearl_earring
Girl with a Pearl Earring,Tracy Chevalier,3.87,0452287022,233,https://openlibrary.org/books/OL23243854M/Girl_with_a_pearl_earring
Girl With a Pearl Earring,Tracy Chevalier,3.87,0006513204,248,https://openlibrary.org/books/OL16311053M/Girl_with_a_pearl_earring
The Golden Tulip,Rosalind Laker,3.92,0385415605,585,https://openlibrary.org/books/OL1869159M/The_golden_tulip
Burning Bright,Tracy Chevalier,3.36,052594978X,320,https://openlibrary.org/books/OL17865892M/Burning_bright
Falling Angels,Tracy Chevalier,3.57,0452283205,336,https://openlibrary.org/books/OL24237668M/Falling_angels
The Virgin Blue,Tracy Chevalier,3.66,0452284449,304,https://openlibrary.org/books/OL24376662M/The_virgin_blue
The Lady and the Unicorn,Tracy Chevalier,3.68,0965903532,0,no response found
Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,384,https://openlibrary.org/books/OL12733202M/Wenn_Engel_fallen._Roman.
Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,80,https://openlibrary.org/books/OL8998333M/Tom_Hunter
Bleach  Volume 15,Tite Kubo,4.42,1421506130,208,https://openlibrary.org/books/OL22759907M/Bleach.
Bleach  Volume 01,Tite Kubo,4.22,1591164419,200,https://openlibrary.org/books/OL25665637M/Bleach_Volume_1
Bleach  Volume 14,Tite Kubo,4.38,1421506122,208,https://openlibrary.org/books/OL22759906M/Bleach.
Bleach  Volume 11,Tite Kubo,4.36,1421502712,208,https://openlibrary.org/books/OL22759897M/Bleach.
Bleach  Volume 12,Tite Kubo,4.36,1421504030,208,https://openlibrary.org/books/OL22759900M/Bleach_vol_12
デスノート 1: (退屈) [Desu Nōto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,195,https://openlibrary.org/books/OL9030310M/Death_Note_Vol._1_(Japanese)
Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,204,https://openlibrary.org/books/OL9030322M/Death_Note_Vol._4_(Japanese)
Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,194,https://openlibrary.org/books/OL9030319M/Death_Note_Vol._3_(Japanese)
The Love Artist,Valerie Parv,3.25,0263755819,187,https://openlibrary.org/books/OL10280657M/The_Love_Artist
Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,0373028601,187,https://openlibrary.org/books/OL10691555M/Love_Artist
Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,0307277763,255,https://openlibrary.org/books/OL9629917M/Perfume
Das Parfum: Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,321,https://openlibrary.org/books/OL15391775M/Das_Parfum
Three Stories and a Reflection,Patrick Süskind,3.57,0747534934,128,https://openlibrary.org/books/OL26843192M/Three_Stories_and_a_Reflection
The Pigeon,Patrick Süskind,3.68,0140105832,77,https://openlibrary.org/books/OL7347731M/The_Pigeon_(International_Writers)
